1	1	2
2	4	4
3	9	6
4	16	8
5	25	10
6	36	12
7	49	14
8	64	16
9	81	18
10	100	20
11	121	22
12	144	24
13	169	26
14	196	28
15	225	30
16	256	32
17	289	34
18	324	36
19	361	38
20	400	40
21	441	42
22	484	44
23	529	46
24	576	48
25	625	50
26	676	52
27	729	54
28	784	56
29	841	58
30	900	60
31	961	62
32	1024	64
33	1089	66
34	1156	68
35	1225	70
36	1296	72
37	1369	74
38	1444	76
39	1521	78
40	1600	80
41	1681	82
42	1764	84
43	1849	86
44	1936	88
45	2025	90
46	2116	92
47	2209	94
48	2304	96
49	2401	98
50	2500	100
51	2601	102
52	2704	104
53	2809	106
54	2916	108
55	3025	110
56	3136	112
57	3249	114
58	3364	116
59	3481	118
60	3600	120
61	3721	122
62	3844	124
63	3969	126
64	4096	128
65	4225	130
66	4356	132
67	4489	134
68	4624	136
69	4761	138
70	4900	140
71	5041	142
72	5184	144
73	5329	146
74	5476	148
75	5625	150
76	5776	152
77	5929	154
78	6084	156
79	6241	158
80	6400	160
81	6561	162
82	6724	164
83	6889	166
84	7056	168
85	7225	170
86	7396	172
87	7569	174
88	7744	176
89	7921	178
90	8100	180
91	8281	182
92	8464	184
93	8649	186
94	8836	188
95	9025	190
96	9216	192
97	9409	194
98	9604	196
99	9801	198
100	10000	200
101	10201	202
102	10404	204
103	10609	206
104	10816	208
105	11025	210
106	11236	212
107	11449	214
108	11664	216
109	11881	218
110	12100	220
111	12321	222
112	12544	224
113	12769	226
114	12996	228
115	13225	230
116	13456	232
117	13689	234
118	13924	236
119	14161	238
120	14400	240
121	14641	242
122	14884	244
123	15129	246
124	15376	248
125	15625	250
126	15876	252
127	16129	254
128	16384	256
129	16641	258
130	16900	260
131	17161	262
132	17424	264
133	17689	266
134	17956	268
135	18225	270
136	18496	272
137	18769	274
138	19044	276
139	19321	278
140	19600	280
141	19881	282
142	20164	284
143	20449	286
144	20736	288
145	21025	290
146	21316	292
147	21609	294
148	21904	296
149	22201	298
150	22500	300
151	22801	302
152	23104	304
153	23409	306
154	23716	308
155	24025	310
156	24336	312
157	24649	314
158	24964	316
159	25281	318
160	25600	320
161	25921	322
162	26244	324
163	26569	326
164	26896	328
165	27225	330
166	27556	332
167	27889	334
168	28224	336
169	28561	338
170	28900	340
171	29241	342
172	29584	344
173	29929	346
174	30276	348
175	30625	350
176	30976	352
177	31329	354
178	31684	356
179	32041	358
180	32400	360
181	32761	362
182	33124	364
183	33489	366
184	33856	368
185	34225	370
186	34596	372
187	34969	374
188	35344	376
189	35721	378
190	36100	380
191	36481	382
192	36864	384
193	37249	386
194	37636	388
195	38025	390
196	38416	392
197	38809	394
198	39204	396
199	39601	398
200	40000	400



1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	3628800
